concept_path,concept_cd
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-4) Barbiturate and similarly~/,ICD9:305.4
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-4) Barbiturate and similarly~/(305-41) Barbiturate and similarl~/,ICD9:305.41
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-4) Barbiturate and similarly~/(305-42) Barbiturate and similarl~/,ICD9:305.42
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-4) Barbiturate and similarly~/(305-43) Barbiturate and similarl~/,ICD9:305.43
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-5) Opioid abuse/,ICD9:305.5
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(296) Affective psychoses/,ICD9:296
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-5) Opioid abuse/(305-50) Opioid abuse, unspecifie~/,ICD9:305.50
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-5) Opioid abuse/(305-51) Opioid abuse, continuous~/,ICD9:305.51
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-5) Opioid abuse/(305-52) Opioid abuse, episodic u~/,ICD9:305.52
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-5) Opioid abuse/(305-53) Opioid abuse, in remissi~/,ICD9:305.53
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-6) Cocaine abuse/,ICD9:305.6
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-6) Cocaine abuse/(305-63) Cocaine abuse, in remiss~/,ICD9:305.63
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-7) Amphetamine or related ac~/,ICD9:305.7
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-8) Antidepressant type abuse/,ICD9:305.8
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-8) Antidepressant type abuse/(305-80) Antidepressant type abus~/,ICD9:305.80
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-8) Antidepressant type abuse/(305-81) Antidepressant type abus~/,ICD9:305.81
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-8) Antidepressant type abuse/(305-82) Antidepressant type abus~/,ICD9:305.82
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-8) Antidepressant type abuse/(305-83) Antidepressant type abus~/,ICD9:305.83
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-9) Other, mixed, or unspecif~/,ICD9:305.9
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-9) Other, mixed, or unspecif~/(305-90) Other, mixed, or unspeci~/,ICD9:305.90
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-9) Other, mixed, or unspecif~/(305-91) Other, mixed, or unspeci~/,ICD9:305.91
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-9) Other, mixed, or unspecif~/(305-92) Other, mixed, or unspeci~/,ICD9:305.92
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(305) Nondependent abuse of drugs/(305-9) Other, mixed, or unspecif~/(305-93) Other, mixed, or unspeci~/,ICD9:305.93
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/,ICD9:291
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-0) Musculoskeletal malfuncti~/,ICD9:306.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-1) Respiratory malfunction a~/,ICD9:306.1
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-3) Skin disorder arising fro~/,ICD9:306.3
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/,ICD9:306.5
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/(306-50) Psychogenic genitourinar~/,ICD9:306.50
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/(306-51) Psychogenic vaginismus/,ICD9:306.51
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/(306-52) Psychogenic dysmenorrhea/,ICD9:306.52
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/(306-53) Psychogenic dysuria/,ICD9:306.53
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-5) Genitourinary malfunction~/(306-59) Other genitourinary malf~/,ICD9:306.59
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-6) Endocrine disorder arisin~/,ICD9:306.6
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(306) Physiological malfunction a~/(306-7) Disorder of organs of spe~/,ICD9:306.7
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-1) Anorexia nervosa/(307-10) Special symptoms or~/,ICD9:307.10
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-2) Tics/(307-20) Tic disorder, unspecified/,ICD9:307.20
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-2) Tics/(307-21) Transient tic disorder o~/,ICD9:307.21
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-2) Tics/(307-22) Chronic motor tic disord~/,ICD9:307.22
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-3) Stereotyped repetitive mo~/,ICD9:307.3
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-4) Specific disorders of sle~/,ICD9:307.4
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-4) Specific disorders of sle~/(307-40) Nonorganic sleep disorde~/,ICD9:307.40
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-4) Specific disorders of sle~/(307-41) Transient disorder of in~/,ICD9:307.41
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-0) Adjustment reaction with ~/,ICD9:309.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-4) Specific disorders of sle~/(307-43) Transient disorder of in~/,ICD9:307.43
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-4) Specific disorders of sle~/(307-48) Repetitive intrusions of~/,ICD9:307.48
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-5) Other and unspecified dis~/,ICD9:307.5
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-5) Other and unspecified dis~/(307-51) Bulimia/,ICD9:307.51
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-5) Other and unspecified dis~/(307-54) Psychogenic vomiting/,ICD9:307.54
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-5) Other and unspecified dis~/(307-59) Other disorders of eating/,ICD9:307.59
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-6) Enuresis/,ICD9:307.6
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-7) Encopresis/,ICD9:307.7
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-8) Psychalgia/,ICD9:307.8
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(307) Special symptoms or syndrom~/(307-8) Psychalgia/(307-89) Other psychalgia/,ICD9:307.89
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/,ICD9:308
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/(308-0) Predominant disturbance o~/,ICD9:308.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/(308-1) Predominant disturbance o~/,ICD9:308.1
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/(308-2) Predominant psychomotor d~/,ICD9:308.2
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/(308-3) Other acute reactions to ~/,ICD9:308.3
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(308) Acute reaction to stress/(308-4) Mixed disorders as reacti~/,ICD9:308.4
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/,ICD9:309
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-0) Adjustment reaction with ~/(309-00) Adjustment reaction with ~/,ICD9:309.00
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-2) Adjustment reaction with ~/,ICD9:309.2
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-2) Adjustment reaction with ~/(309-22) Emancipation disorder of~/,ICD9:309.22
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-2) Adjustment reaction with ~/(309-23) Specific academic or wor~/,ICD9:309.23
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-3) Adjustment reaction with ~/,ICD9:309.3
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-4) Adjustment reaction with ~/,ICD9:309.4
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-4) Adjustment reaction with ~/(309-40) Adjustment reactions of c~/,ICD9:309.40
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-8) Other specified adjustmen~/,ICD9:309.8
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-8) Other specified adjustmen~/(309-81) Prolonged posttraumatic ~/,ICD9:309.81
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(309) Adjustment reaction/(309-8) Other specified adjustmen~/(309-83) Adjustment reaction with~/,ICD9:309.83
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(310) Specific nonpsychotic menta~/,ICD9:310
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(310) Specific nonpsychotic menta~/(310-9) Unspecified nonpsychotic ~/,ICD9:310.9
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/,ICD9:312
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(313) Disturbance of emotions spe~/,ICD9:313
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-0) Undersocialized conduct d~/(312-01) Undersocialized conduct ~/,ICD9:312.01
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-0) Undersocialized conduct d~/(312-02) Undersocialized conduct ~/,ICD9:312.02
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-0) Undersocialized conduct d~/(312-03) Undersocialized conduct ~/,ICD9:312.03
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-1) Undersocialized conduct d~/(312-10) Undersocialized conduct ~/,ICD9:312.10
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-1) Undersocialized conduct d~/(312-11) Undersocialized conduct ~/,ICD9:312.11
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-1) Undersocialized conduct d~/(312-12) Undersocialized conduct ~/,ICD9:312.12
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-1) Undersocialized conduct d~/(312-13) Undersocialized conduct ~/,ICD9:312.13
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-2) Socialized conduct disord~/,ICD9:312.2
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-2) Socialized conduct disord~/(312-21) Socialized conduct disor~/,ICD9:312.21
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-2) Socialized conduct disord~/(312-22) Socialized conduct disor~/,ICD9:312.22
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-2) Socialized conduct disord~/(312-23) Socialized conduct disor~/,ICD9:312.23
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-3) Disorders of impulse cont~/(312-30) Impulse control disorder~/,ICD9:312.30
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-3) Disorders of impulse cont~/(312-32) Kleptomania/,ICD9:312.32
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-3) Disorders of impulse cont~/(312-34) Intermittent explosive d~/,ICD9:312.34
/Diagnoses/Metabolic and immunity disorders (270-279)/(277) Other and unspecified disor~/(277-0) Cystic fibrosis/,ICD9:277.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-3) Disorders of impulse cont~/(312-35) Isolated explosive disor~/,ICD9:312.35
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-3) Disorders of impulse cont~/(312-39) Other disorders of impul~/,ICD9:312.39
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-4) Mixed disturbance of cond~/,ICD9:312.4
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-8) Other specified disturban~/(312-81) Conduct disorder, childh~/,ICD9:312.81
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-8) Other specified disturban~/(312-82) Conduct disorder, adoles~/,ICD9:312.82
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-8) Other specified disturban~/(312-89) Other conduct disorder/,ICD9:312.89
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(312) Disturbance of conduct, not~/(312-9) Unspecified disturbance o~/,ICD9:312.9
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(313) Disturbance of emotions spe~/(313-2) Sensitivity, shyness, and~/(313-21) Shyness disorder of chil~/,ICD9:313.21
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(313) Disturbance of emotions spe~/(313-2) Sensitivity, shyness, and~/(313-22) Introverted disorder of ~/,ICD9:313.22
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(313) Disturbance of emotions spe~/(313-8) Other or mixed emotional ~/,ICD9:313.8
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(313) Disturbance of emotions spe~/(313-8) Other or mixed emotional ~/(313-83) Academic underachievemen~/,ICD9:313.83
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(314) Hyperkinetic syndrome of ch~/,ICD9:314
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(314) Hyperkinetic syndrome of ch~/(314-1) Hyperkinesis of childhood~/,ICD9:314.1
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/,ICD9:315
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-0) Developmental reading dis~/,ICD9:315.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-0) Developmental reading dis~/(315-00) Developmental reading di~/,ICD9:315.00
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-0) Developmental reading dis~/(315-01) Alexia/,ICD9:315.01
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-0) Developmental reading dis~/(315-02) Developmental dyslexia/,ICD9:315.02
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-0) Developmental reading dis~/(315-09) Other specific developme~/,ICD9:315.09
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-1) Developmental arithmetica~/,ICD9:315.1
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-2) Other specific developmen~/,ICD9:315.2
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-3) Developmental speech or l~/,ICD9:315.3
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-3) Developmental speech or l~/(315-32) Receptive language disor~/,ICD9:315.32
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-5) Mixed development disorder/,ICD9:315.5
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-8) Other specified delays in~/,ICD9:315.8
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(315) Specific delays in developm~/(315-9) Unspecified delay in deve~/,ICD9:315.9
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(316) Psychic factors associated ~/,ICD9:316
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(316) Psychic factors associated ~/(316-0) Mucous colitis specified a~/,ICD9:316.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(316) Psychic factors associated ~/(316-0) Mucous colitis specified a~/(316-00) Psychological factors aff~/,ICD9:316.00
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/,ICD9:290
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-0) Senile dementia, uncompli~/,ICD9:290.0
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-1) Presenile dementia/,ICD9:290.1
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-1) Presenile dementia/(290-11) Presenile dementia with ~/,ICD9:290.11
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-2) Senile dementia with delu~/,ICD9:290.2
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-2) Senile dementia with delu~/(290-21) Senile dementia with dep~/,ICD9:290.21
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-3) Senile dementia with deli~/,ICD9:290.3
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-4) Arteriosclerotic dementia/(290-40) Arteriosclerotic dementi~/,ICD9:290.40
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-8) Other specified senile ps~/,ICD9:290.8
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(290) Senile and presenile organi~/(290-9) Unspecified senile psycho~/,ICD9:290.9
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-0) Alcohol withdrawal deliri~/,ICD9:291.0
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-2) Other alcoholic dementia/,ICD9:291.2
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-3) Alcohol withdrawal halluc~/,ICD9:291.3
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-8) Other specified alcoholic~/,ICD9:291.8
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-8) Other specified alcoholic~/(291-81) Alcohol withdrawal/,ICD9:291.81
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(291) Alcoholic psychoses/(291-8) Other specified alcoholic~/(291-89) Other specified alcoholi~/,ICD9:291.89
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(292) Drug psychoses/,ICD9:292
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(292) Drug psychoses/(292-1) Paranoid andor hallucinat~/,ICD9:292.1
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(292) Drug psychoses/(292-2) Pathological drug intoxic~/,ICD9:292.2
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(292) Drug psychoses/(292-8) Other specified drug-indu~/,ICD9:292.8
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(292) Drug psychoses/(292-9) Unspecified drug-induced ~/,ICD9:292.9
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/,ICD9:293
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-0) Acute delirium/,ICD9:293.0
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-3) Psychosis associated with ~/,ICD9:293.3
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-8) Other specified transient~/,ICD9:293.8
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-8) Other specified transient~/(293-82) Organic hallucinosis syn~/,ICD9:293.82
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-8) Other specified transient~/(293-84) Organic anxiety syndrome/,ICD9:293.84
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-8) Other specified transient~/(293-89) Other specified transien~/,ICD9:293.89
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(293) Transient organic psychotic~/(293-9) Unspecified transient org~/,ICD9:293.9
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(294) Other organic psychotic con~/,ICD9:294
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(294) Other organic psychotic con~/(294-1) Dementia in conditions cl~/,ICD9:294.1
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(294) Other organic psychotic con~/(294-1) Dementia in conditions cl~/(294-10) Dementia in conditions c~/,ICD9:294.10
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(294) Other organic psychotic con~/(294-1) Dementia in conditions cl~/(294-11) Dementia in conditions c~/,ICD9:294.11
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(294) Other organic psychotic con~/(294-9) Unspecified organic brain~/,ICD9:294.9
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/,ICD9:295
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/,ICD9:295.0
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-00) Simple type schizophreni~/,ICD9:295.00
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-01) Simple type schizophreni~/,ICD9:295.01
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-02) Simple type schizophreni~/,ICD9:295.02
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-03) Simple type schizophreni~/,ICD9:295.03
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-04) Simple type schizophreni~/,ICD9:295.04
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-0) Simple type schizophrenia/(295-05) Simple type schizophreni~/,ICD9:295.05
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-1) Disorganized type schizop~/(295-10) Disorganized type schizo~/,ICD9:295.10
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-2) Catatonic type schizophre~/(295-20) Catatonic type schizophr~/,ICD9:295.20
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-2) Catatonic type schizophre~/(295-21) Catatonic type schizophr~/,ICD9:295.21
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-2) Catatonic type schizophre~/(295-22) Catatonic type schizophr~/,ICD9:295.22
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-2) Catatonic type schizophre~/(295-23) Catatonic type schizophr~/,ICD9:295.23
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-2) Catatonic type schizophre~/(295-24) Catatonic type schizophr~/,ICD9:295.24
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(295) Schizophrenic disorders/(295-3) Paranoid type schizophren~/(295-30) Paranoid type schizophre~/,ICD9:295.30
